statistic_yyymm,site_id,village,birth_total,birth_total_m,birth_total_f,death_total,death_m,death_f,marry_pair,divorce_pair
統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數
10607,高雄市杉林區,月眉里,0,0,0,2,2,0,1,0
10607,高雄市杉林區,月美里,2,0,2,2,0,2,1,0
10607,高雄市杉林區,大愛里,1,1,0,1,0,1,0,2
10607,高雄市內門區,溝坪里,2,1,1,1,0,1,1,0
10607,高雄市內門區,金竹里,0,0,0,0,0,0,0,0
10607,高雄市內門區,永富里,1,0,1,2,1,1,1,0
10607,高雄市內門區,永吉里,0,0,0,0,0,0,1,0
10607,高雄市內門區,永興里,0,0,0,2,2,0,0,0
10607,高雄市內門區,石坑里,0,0,0,0,0,0,0,0
10607,高雄市內門區,內門里,1,0,1,1,1,0,0,0
10607,高雄市內門區,內豊里,1,0,1,2,0,2,0,0
10607,高雄市內門區,觀亭里,2,2,0,3,2,1,1,0
10607,高雄市內門區,中埔里,0,0,0,1,0,1,1,0
10607,高雄市內門區,內東里,0,0,0,1,1,0,0,0
10607,高雄市內門區,內南里,0,0,0,1,1,0,0,0
10607,高雄市內門區,東埔里,0,0,0,0,0,0,0,0
10607,高雄市內門區,三平里,0,0,0,0,0,0,0,0
10607,高雄市內門區,木柵里,1,1,0,0,0,0,0,0
10607,高雄市內門區,內興里,2,0,2,0,0,0,0,0
10607,高雄市內門區,瑞山里,0,0,0,0,0,0,0,0
10607,高雄市內門區,光興里,0,0,0,1,1,0,0,0
10607,高雄市茂林區,茂林里,2,1,1,1,1,0,0,0
10607,高雄市茂林區,萬山里,0,0,0,1,1,0,0,0
10607,高雄市茂林區,多納里,0,0,0,0,0,0,0,0
10607,高雄市桃源區,桃源里,1,1,0,1,1,0,0,0
10607,高雄市桃源區,寶山里,0,0,0,0,0,0,0,0
10607,高雄市桃源區,建山里,0,0,0,0,0,0,0,1
10607,高雄市桃源區,高中里,0,0,0,2,1,1,0,0
10607,高雄市桃源區,勤和里,0,0,0,0,0,0,1,0
10607,高雄市桃源區,復興里,0,0,0,0,0,0,0,0
10607,高雄市桃源區,拉芙蘭里,1,1,0,0,0,0,0,0
10607,高雄市桃源區,梅山里,0,0,0,0,0,0,0,1
10607,高雄市那瑪夏區,達卡努瓦里,5,1,4,1,1,0,0,0
10607,高雄市那瑪夏區,瑪雅里,1,0,1,0,0,0,0,0
10607,高雄市那瑪夏區,南沙魯里,0,0,0,0,0,0,1,0
10607,宜蘭縣宜蘭市,神農里,2,1,1,2,2,0,1,1
10607,宜蘭縣宜蘭市,民權里,1,0,1,2,2,0,1,0
10607,宜蘭縣宜蘭市,進士里,1,0,1,2,1,1,2,0
10607,宜蘭縣宜蘭市,南橋里,3,2,1,1,0,1,0,1
10607,宜蘭縣宜蘭市,建業里,0,0,0,1,1,0,1,0
10607,宜蘭縣宜蘭市,南津里,1,0,1,6,2,4,0,0
10607,宜蘭縣宜蘭市,凱旋里,2,2,0,0,0,0,0,1
10607,宜蘭縣宜蘭市,黎明里,1,0,1,3,2,1,0,0
10607,宜蘭縣宜蘭市,東村里,3,3,0,1,1,0,0,0
10607,宜蘭縣宜蘭市,延平里,0,0,0,2,1,1,0,0
10607,宜蘭縣宜蘭市,七張里,5,3,2,0,0,0,2,0
10607,宜蘭縣宜蘭市,慈安里,0,0,0,3,1,2,1,0
10607,宜蘭縣宜蘭市,新民里,0,0,0,2,0,2,0,2
10607,宜蘭縣宜蘭市,東門里,0,0,0,1,1,0,1,0
10607,宜蘭縣宜蘭市,小東里,1,1,0,1,1,0,5,1
10607,宜蘭縣宜蘭市,菜園里,1,0,1,3,3,0,1,0
10607,宜蘭縣宜蘭市,孝廉里,0,0,0,1,1,0,0,0
10607,宜蘭縣宜蘭市,新生里,4,2,2,2,0,2,0,0
10607,宜蘭縣宜蘭市,茭白里,3,3,0,1,0,1,3,0
10607,宜蘭縣宜蘭市,北津里,1,0,1,3,3,0,1,0
10607,宜蘭縣宜蘭市,梅洲里,1,1,0,2,1,1,3,0
10607,宜蘭縣宜蘭市,北門里,2,1,1,3,2,1,0,0
10607,宜蘭縣宜蘭市,中山里,1,1,0,0,0,0,0,0
10607,宜蘭縣宜蘭市,西門里,0,0,0,1,1,0,0,0
10607,宜蘭縣宜蘭市,南門里,0,0,0,2,2,0,0,1
10607,宜蘭縣宜蘭市,負郭里,4,0,4,2,0,2,0,0
10607,宜蘭縣宜蘭市,民族里,0,0,0,2,2,0,1,0
10607,宜蘭縣宜蘭市,建軍里,3,2,1,2,0,2,1,0
10607,宜蘭縣宜蘭市,思源里,2,1,1,5,2,3,1,0
10607,宜蘭縣宜蘭市,文化里,8,5,3,7,3,4,1,1
10607,宜蘭縣宜蘭市,復興里,4,2,2,3,1,2,1,1
10607,宜蘭縣宜蘭市,成功里,4,1,3,1,0,1,1,0
10607,宜蘭縣宜蘭市,新東里,2,0,2,4,3,1,1,0
10607,宜蘭縣宜蘭市,七結里,2,1,1,2,1,1,0,0
10607,宜蘭縣宜蘭市,泰山里,0,0,0,3,2,1,0,0
10607,宜蘭縣宜蘭市,大新里,0,0,0,2,1,1,0,0
10607,宜蘭縣宜蘭市,中興里,2,2,0,1,1,0,3,0
10607,宜蘭縣宜蘭市,擺厘里,1,0,1,2,1,1,1,0
10607,宜蘭縣羅東鎮,大新里,0,0,0,0,0,0,1,0
10607,宜蘭縣羅東鎮,東安里,5,4,1,1,0,1,2,1
10607,宜蘭縣羅東鎮,新群里,2,1,1,3,2,1,4,1
10607,宜蘭縣羅東鎮,羅莊里,2,0,2,1,0,1,0,0
10607,宜蘭縣羅東鎮,南昌里,1,0,1,4,1,3,0,1
10607,宜蘭縣羅東鎮,南豪里,0,0,0,1,0,1,2,0
10607,宜蘭縣羅東鎮,成功里,0,0,0,4,1,3,1,0
10607,宜蘭縣羅東鎮,仁德里,1,0,1,1,1,0,1,1
10607,宜蘭縣羅東鎮,漢民里,1,0,1,2,0,2,1,1
10607,宜蘭縣羅東鎮,西安里,1,1,0,1,0,1,0,2
10607,宜蘭縣羅東鎮,北成里,1,1,0,2,2,0,0,2
10607,宜蘭縣羅東鎮,賢文里,3,2,1,5,3,2,1,0
10607,宜蘭縣羅東鎮,公正里,2,0,2,2,1,1,0,1
10607,宜蘭縣羅東鎮,集祥里,0,0,0,0,0,0,0,0
10607,宜蘭縣羅東鎮,信義里,0,0,0,0,0,0,1,0
10607,宜蘭縣羅東鎮,竹林里,2,1,1,2,1,1,1,0
10607,宜蘭縣羅東鎮,仁愛里,2,1,1,0,0,0,1,0
10607,宜蘭縣羅東鎮,樹林里,1,0,1,5,1,4,2,0
10607,宜蘭縣羅東鎮,國華里,4,2,2,2,0,2,1,1
10607,宜蘭縣羅東鎮,維揚里,1,1,0,4,3,1,1,0
10607,宜蘭縣羅東鎮,開明里,1,0,1,2,2,0,0,1
10607,宜蘭縣羅東鎮,中山里,0,0,0,1,0,1,0,0
10607,宜蘭縣羅東鎮,仁和里,1,1,0,2,1,1,1,3
10607,宜蘭縣蘇澳鎮,龍德里,1,1,0,3,2,1,2,0
10607,宜蘭縣蘇澳鎮,頂寮里,0,0,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,永榮里,2,1,1,3,1,2,1,1
10607,宜蘭縣蘇澳鎮,存仁里,0,0,0,1,0,1,0,0
10607,宜蘭縣蘇澳鎮,港邊里,1,0,1,1,0,1,0,0
10607,宜蘭縣蘇澳鎮,隘丁里,4,1,3,3,1,2,1,1
10607,宜蘭縣蘇澳鎮,新城里,0,0,0,2,0,2,3,0
10607,宜蘭縣蘇澳鎮,聖湖里,2,2,0,0,0,0,4,0
10607,宜蘭縣蘇澳鎮,蘇西里,2,1,1,2,0,2,1,0
10607,宜蘭縣蘇澳鎮,蘇北里,1,1,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,蘇南里,0,0,0,1,1,0,1,0
10607,宜蘭縣蘇澳鎮,蘇東里,1,1,0,0,0,0,0,1
10607,宜蘭縣蘇澳鎮,長安里,0,0,0,2,1,1,2,0
10607,宜蘭縣蘇澳鎮,永光里,1,1,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,永春里,0,0,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,永樂里,0,0,0,1,1,0,1,0
10607,宜蘭縣蘇澳鎮,南安里,1,1,0,3,2,1,0,0
10607,宜蘭縣蘇澳鎮,南正里,0,0,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,南成里,2,0,2,1,1,0,0,0
10607,宜蘭縣蘇澳鎮,南興里,0,0,0,2,1,1,0,0
10607,宜蘭縣蘇澳鎮,南寧里,0,0,0,1,0,1,1,0
10607,宜蘭縣蘇澳鎮,南建里,1,0,1,2,1,1,0,0
10607,宜蘭縣蘇澳鎮,東澳里,0,0,0,0,0,0,0,0
10607,宜蘭縣蘇澳鎮,南強里,0,0,0,1,1,0,2,0
10607,宜蘭縣蘇澳鎮,朝陽里,0,0,0,2,2,0,1,1
10607,宜蘭縣蘇澳鎮,聖愛里,1,0,1,6,2,4,1,0
10607,宜蘭縣頭城鎮,石城里,0,0,0,1,1,0,0,0
10607,宜蘭縣頭城鎮,大里里,1,0,1,0,0,0,0,1
10607,宜蘭縣頭城鎮,大溪里,1,1,0,1,1,0,1,0
10607,宜蘭縣頭城鎮,合興里,1,0,1,0,0,0,0,0
10607,宜蘭縣頭城鎮,更新里,1,1,0,1,1,0,0,0
10607,宜蘭縣頭城鎮,外澳里,1,1,0,0,0,0,0,0
10607,宜蘭縣頭城鎮,港口里,1,1,0,0,0,0,0,0
10607,宜蘭縣頭城鎮,武營里,1,0,1,1,1,0,0,0
10607,宜蘭縣頭城鎮,大坑里,2,2,0,0,0,0,0,1
10607,宜蘭縣頭城鎮,城東里,0,0,0,1,0,1,0,1
10607,宜蘭縣頭城鎮,城北里,0,0,0,1,0,1,0,0
10607,宜蘭縣頭城鎮,城西里,0,0,0,0,0,0,0,0
10607,宜蘭縣頭城鎮,城南里,2,0,2,1,1,0,0,0
10607,宜蘭縣頭城鎮,竹安里,2,1,1,3,3,0,0,1
10607,宜蘭縣頭城鎮,新建里,0,0,0,0,0,0,1,2
10607,宜蘭縣頭城鎮,拔雅里,2,1,1,2,1,1,0,1
10607,宜蘭縣頭城鎮,福成里,1,0,1,2,0,2,0,0
10607,宜蘭縣頭城鎮,金面里,1,0,1,0,0,0,0,0
10607,宜蘭縣頭城鎮,金盈里,0,0,0,2,1,1,0,0
10607,宜蘭縣頭城鎮,頂埔里,0,0,0,0,0,0,1,0
10607,宜蘭縣頭城鎮,下埔里,0,0,0,2,0,2,0,1
10607,宜蘭縣頭城鎮,中崙里,2,1,1,1,0,1,1,0
10607,宜蘭縣頭城鎮,二城里,0,0,0,2,2,0,0,0
10607,宜蘭縣頭城鎮,龜山里,0,0,0,0,0,0,0,0
10607,宜蘭縣礁溪鄉,白雲村,1,0,1,3,2,1,0,0
10607,宜蘭縣礁溪鄉,玉石村,0,0,0,2,1,1,1,0
10607,宜蘭縣礁溪鄉,德陽村,3,1,2,2,1,1,2,1
10607,宜蘭縣礁溪鄉,大忠村,3,3,0,5,5,0,3,0
10607,宜蘭縣礁溪鄉,大義村,0,0,0,0,0,0,0,1
10607,宜蘭縣礁溪鄉,六結村,1,1,0,2,1,1,1,0
10607,宜蘭縣礁溪鄉,二龍村,3,2,1,1,0,1,0,0
10607,宜蘭縣礁溪鄉,時潮村,2,1,1,2,1,1,1,0
10607,宜蘭縣礁溪鄉,玉田村,1,0,1,5,2,3,2,1
10607,宜蘭縣礁溪鄉,三民村,2,0,2,4,4,0,2,0
10607,宜蘭縣礁溪鄉,林美村,0,0,0,0,0,0,1,0
10607,宜蘭縣礁溪鄉,白鵝村,1,0,1,1,1,0,2,0
10607,宜蘭縣礁溪鄉,玉光村,1,0,1,0,0,0,0,0
10607,宜蘭縣礁溪鄉,光武村,0,0,0,0,0,0,0,1
10607,宜蘭縣礁溪鄉,吳沙村,0,0,0,2,1,1,2,0
10607,宜蘭縣礁溪鄉,龍潭村,3,1,2,5,4,1,1,1
10607,宜蘭縣礁溪鄉,匏崙村,0,0,0,0,0,0,0,0
10607,宜蘭縣礁溪鄉,二結村,0,0,0,0,0,0,0,0
10607,宜蘭縣壯圍鄉,吉祥村,4,2,2,2,0,2,2,0
10607,宜蘭縣壯圍鄉,美福村,2,1,1,1,1,0,1,1
10607,宜蘭縣壯圍鄉,新南村,0,0,0,0,0,0,0,0
10607,宜蘭縣壯圍鄉,東港村,1,0,1,1,0,1,0,0
10607,宜蘭縣壯圍鄉,復興村,0,0,0,2,1,1,2,0
10607,宜蘭縣壯圍鄉,過嶺村,1,1,0,3,2,1,0,0
10607,宜蘭縣壯圍鄉,永鎮村,0,0,0,0,0,0,0,0
10607,宜蘭縣壯圍鄉,忠孝村,3,2,1,4,3,1,0,1
10607,宜蘭縣壯圍鄉,古亭村,3,1,2,1,0,1,1,0
10607,宜蘭縣壯圍鄉,功勞村,0,0,0,3,2,1,0,0
10607,宜蘭縣壯圍鄉,美城村,2,2,0,0,0,0,0,1
10607,宜蘭縣壯圍鄉,新社村,0,0,0,3,1,2,1,0
10607,宜蘭縣壯圍鄉,大福村,0,0,0,6,4,2,2,0
10607,宜蘭縣壯圍鄉,古結村,1,1,0,0,0,0,0,0
10607,宜蘭縣員山鄉,員山村,5,3,2,4,3,1,3,2
10607,宜蘭縣員山鄉,尚德村,3,1,2,0,0,0,1,0
10607,宜蘭縣員山鄉,惠好村,0,0,0,1,1,0,0,0
10607,宜蘭縣員山鄉,七賢村,1,0,1,2,2,0,0,0
10607,宜蘭縣員山鄉,深溝村,3,1,2,3,2,1,0,2
10607,宜蘭縣員山鄉,蓁巷村,0,0,0,2,2,0,0,0
10607,宜蘭縣員山鄉,內城村,1,1,0,0,0,0,2,0
10607,宜蘭縣員山鄉,中華村,0,0,0,0,0,0,0,0
10607,宜蘭縣員山鄉,永和村,2,1,1,2,2,0,1,0
10607,宜蘭縣員山鄉,頭分村,0,0,0,0,0,0,1,2
10607,宜蘭縣員山鄉,枕山村,1,0,1,4,3,1,0,0
10607,宜蘭縣員山鄉,同樂村,1,1,0,2,0,2,0,1
10607,宜蘭縣員山鄉,湖東村,2,2,0,2,1,1,0,0
10607,宜蘭縣員山鄉,逸仙村,0,0,0,1,1,0,0,0
10607,宜蘭縣員山鄉,湖北村,1,1,0,0,0,0,0,2
10607,宜蘭縣員山鄉,湖西村,0,0,0,1,0,1,1,0
10607,宜蘭縣冬山鄉,武淵村,0,0,0,1,1,0,1,1
10607,宜蘭縣冬山鄉,珍珠村,2,0,2,0,0,0,1,0
10607,宜蘭縣冬山鄉,補城村,1,1,0,1,1,0,0,0
10607,宜蘭縣冬山鄉,三奇村,0,0,0,2,2,0,0,1
10607,宜蘭縣冬山鄉,大興村,3,2,1,3,0,3,0,0
10607,宜蘭縣冬山鄉,東城村,1,0,1,0,0,0,0,0
10607,宜蘭縣冬山鄉,香和村,2,1,1,1,1,0,2,0
10607,宜蘭縣冬山鄉,南興村,5,1,4,0,0,0,2,1
10607,宜蘭縣冬山鄉,冬山村,1,1,0,3,0,3,0,0
10607,宜蘭縣冬山鄉,安平村,0,0,0,1,1,0,0,1
10607,宜蘭縣冬山鄉,太和村,0,0,0,1,0,1,1,1
10607,宜蘭縣冬山鄉,八寶村,0,0,0,0,0,0,2,0
10607,宜蘭縣冬山鄉,丸山村,0,0,0,0,0,0,1,0
10607,宜蘭縣冬山鄉,中山村,0,0,0,0,0,0,0,0
10607,宜蘭縣冬山鄉,順安村,2,2,0,1,1,0,2,0
10607,宜蘭縣冬山鄉,永美村,1,1,0,2,1,1,3,0
10607,宜蘭縣冬山鄉,群英村,3,1,2,3,3,0,2,0
10607,宜蘭縣冬山鄉,清溝村,4,2,2,0,0,0,0,1
10607,宜蘭縣冬山鄉,鹿埔村,2,1,1,4,2,2,1,2
10607,宜蘭縣冬山鄉,得安村,0,0,0,1,1,0,0,0
10607,宜蘭縣冬山鄉,廣興村,1,0,1,4,2,2,2,0
10607,宜蘭縣冬山鄉,廣安村,1,0,1,0,0,0,1,0
10607,宜蘭縣冬山鄉,柯林村,0,0,0,2,2,0,1,0
10607,宜蘭縣冬山鄉,大進村,0,0,0,0,0,0,0,0
10607,宜蘭縣五結鄉,三興村,2,2,0,3,1,2,0,1
10607,宜蘭縣五結鄉,二結村,2,1,1,2,0,2,0,0
10607,宜蘭縣五結鄉,鎮安村,0,0,0,2,1,1,1,0
10607,宜蘭縣五結鄉,上四村,1,1,0,0,0,0,0,0
10607,宜蘭縣五結鄉,中興村,0,0,0,1,1,0,1,1
10607,宜蘭縣五結鄉,四結村,1,0,1,4,4,0,3,0
10607,宜蘭縣五結鄉,福興村,2,1,1,0,0,0,0,0
10607,宜蘭縣五結鄉,五結村,0,0,0,3,1,2,0,0
10607,宜蘭縣五結鄉,大吉村,1,0,1,5,3,2,0,0
10607,宜蘭縣五結鄉,協和村,2,1,1,4,1,3,1,0
10607,宜蘭縣五結鄉,孝威村,1,0,1,2,1,1,2,1
10607,宜蘭縣五結鄉,錦眾村,0,0,0,0,0,0,1,0
10607,宜蘭縣五結鄉,利澤村,1,1,0,2,2,0,0,0
10607,宜蘭縣五結鄉,成興村,1,0,1,2,1,1,4,0
10607,宜蘭縣五結鄉,季新村,4,2,2,3,3,0,1,0
10607,宜蘭縣三星鄉,員山村,0,0,0,0,0,0,0,0
10607,宜蘭縣三星鄉,天山村,0,0,0,1,1,0,0,0
10607,宜蘭縣三星鄉,天福村,0,0,0,1,1,0,0,0
10607,宜蘭縣三星鄉,雙賢村,1,0,1,0,0,0,0,0
10607,宜蘭縣三星鄉,人和村,0,0,0,0,0,0,0,0
10607,宜蘭縣三星鄉,義德村,3,2,1,1,1,0,0,0
10607,宜蘭縣三星鄉,集慶村,1,0,1,2,2,0,0,0
10607,宜蘭縣三星鄉,月眉村,0,0,0,2,1,1,0,0
10607,宜蘭縣三星鄉,拱照村,0,0,0,0,0,0,1,0
10607,宜蘭縣三星鄉,大隱村,2,2,0,2,2,0,3,0
10607,宜蘭縣三星鄉,行健村,0,0,0,0,0,0,0,0
10607,宜蘭縣三星鄉,萬德村,0,0,0,0,0,0,0,0
10607,宜蘭縣三星鄉,貴林村,1,1,0,2,2,0,1,0
10607,宜蘭縣三星鄉,萬富村,0,0,0,0,0,0,0,0
10607,宜蘭縣三星鄉,大義村,1,0,1,2,2,0,0,1
10607,宜蘭縣三星鄉,尚武村,0,0,0,0,0,0,0,1
10607,宜蘭縣三星鄉,大洲村,1,1,0,1,0,1,1,0
10607,宜蘭縣三星鄉,尾塹村,0,0,0,2,1,1,2,0
10607,宜蘭縣大同鄉,寒溪村,3,1,2,2,1,1,0,0
10607,宜蘭縣大同鄉,崙埤村,0,0,0,0,0,0,0,0
10607,宜蘭縣大同鄉,松羅村,1,1,0,0,0,0,0,0
10607,宜蘭縣大同鄉,復興村,0,0,0,0,0,0,0,0
10607,宜蘭縣大同鄉,英士村,0,0,0,0,0,0,0,0
10607,宜蘭縣大同鄉,樂水村,1,1,0,0,0,0,1,0
10607,宜蘭縣大同鄉,太平村,1,0,1,0,0,0,0,0
10607,宜蘭縣大同鄉,四季村,1,1,0,0,0,0,0,0
10607,宜蘭縣大同鄉,南山村,0,0,0,0,0,0,2,0
10607,宜蘭縣大同鄉,茂安村,3,2,1,0,0,0,0,0
10607,宜蘭縣南澳鄉,南澳村,5,2,3,2,1,1,0,0
10607,宜蘭縣南澳鄉,碧候村,1,0,1,1,1,0,1,1
10607,宜蘭縣南澳鄉,東岳村,1,1,0,0,0,0,0,0
10607,宜蘭縣南澳鄉,金岳村,0,0,0,2,2,0,0,0
10607,宜蘭縣南澳鄉,武塔村,1,1,0,1,1,0,0,0
10607,宜蘭縣南澳鄉,金洋村,0,0,0,0,0,0,0,0
10607,宜蘭縣南澳鄉,澳花村,3,1,2,1,0,1,0,0
10607,新竹縣竹北市,斗崙里,5,1,4,0,0,0,1,2
10607,新竹縣竹北市,鹿場里,20,9,11,5,2,3,6,0
10607,新竹縣竹北市,東平里,23,10,13,0,0,0,7,1
10607,新竹縣竹北市,中興里,7,4,3,1,1,0,4,0
10607,新竹縣竹北市,隘口里,3,2,1,0,0,0,4,1
10607,新竹縣竹北市,東海里,5,2,3,3,3,0,1,3
10607,新竹縣竹北市,竹北里,9,4,5,5,3,2,3,1
10607,新竹縣竹北市,竹仁里,2,2,0,5,4,1,2,2
10607,新竹縣竹北市,竹義里,7,4,3,3,2,1,1,2
10607,新竹縣竹北市,泰和里,6,4,2,3,2,1,0,0
10607,新竹縣竹北市,新社里,5,3,2,2,1,1,1,1
10607,新竹縣竹北市,聯興里,3,2,1,2,1,1,2,0
10607,新竹縣竹北市,麻園里,3,3,0,1,0,1,2,3
10607,新竹縣竹北市,溪州里,2,1,1,3,2,1,0,0
10607,新竹縣竹北市,白地里,4,2,2,2,2,0,0,3
10607,新竹縣竹北市,新港里,0,0,0,4,2,2,0,0
10607,新竹縣竹北市,大義里,3,1,2,1,1,0,0,0
10607,新竹縣竹北市,崇義里,1,0,1,5,1,4,1,0
10607,新竹縣竹北市,大眉里,3,2,1,2,0,2,0,0
10607,新竹縣竹北市,尚義里,0,0,0,2,1,1,2,1
10607,新竹縣竹北市,十興里,13,9,4,1,1,0,4,1
10607,新竹縣竹北市,新國里,5,4,1,7,3,4,0,6
10607,新竹縣竹北市,新庄里,0,0,0,1,1,0,2,1
10607,新竹縣竹北市,北崙里,1,1,0,0,0,0,2,1
10607,新竹縣竹北市,新崙里,11,6,5,1,0,1,3,0
10607,新竹縣竹北市,福德里,2,1,1,4,3,1,1,1
10607,新竹縣竹北市,東興里,12,7,5,0,0,0,7,1
10607,新竹縣竹北市,北興里,3,1,2,0,0,0,2,1
10607,新竹縣竹北市,興安里,4,2,2,0,0,0,2,0
10607,新竹縣竹北市,文化里,4,2,2,1,1,0,3,1
10607,新竹縣竹北市,中崙里,8,4,4,1,1,0,1,2
10607,新竹縣關西鎮,東興里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,西安里,0,0,0,2,1,1,0,1
10607,新竹縣關西鎮,南雄里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,北斗里,3,1,2,6,4,2,3,0
10607,新竹縣關西鎮,仁安里,0,0,0,0,0,0,0,1
10607,新竹縣關西鎮,北山里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,南山里,0,0,0,2,2,0,0,1
10607,新竹縣關西鎮,東安里,2,1,1,2,2,0,3,0
10607,新竹縣關西鎮,東光里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,新富里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,金山里,0,0,0,0,0,0,0,1
10607,新竹縣關西鎮,錦山里,2,1,1,1,0,1,0,0
10607,新竹縣關西鎮,玉山里,0,0,0,1,0,1,0,0
10607,新竹縣關西鎮,大同里,1,1,0,1,1,0,0,0
10607,新竹縣關西鎮,石光里,0,0,0,1,0,1,1,0
10607,新竹縣關西鎮,上林里,0,0,0,2,0,2,2,0
10607,新竹縣關西鎮,新力里,0,0,0,0,0,0,0,0
10607,新竹縣關西鎮,南和里,3,1,2,0,0,0,1,0
10607,新竹縣關西鎮,東山里,1,0,1,0,0,0,0,0
10607,新竹縣關西鎮,南新里,1,0,1,4,3,1,1,0
10607,新竹縣關西鎮,東平里,1,1,0,1,0,1,0,0
10607,新竹縣新埔鎮,內立里,1,1,0,2,1,1,0,0
10607,新竹縣新埔鎮,寶石里,1,0,1,1,0,1,0,0
10607,新竹縣新埔鎮,文山里,5,2,3,2,1,1,3,1
10607,新竹縣新埔鎮,五埔里,1,1,0,1,1,0,1,2
10607,新竹縣新埔鎮,四座里,2,0,2,2,1,1,3,0
10607,新竹縣新埔鎮,旱坑里,2,1,1,2,0,2,2,2
10607,新竹縣新埔鎮,田新里,2,1,1,0,0,0,0,0
10607,新竹縣新埔鎮,新埔里,1,1,0,1,1,0,1,1
10607,新竹縣新埔鎮,新生里,0,0,0,0,0,0,1,0
10607,新竹縣新埔鎮,新民里,0,0,0,4,3,1,0,0
10607,新竹縣新埔鎮,上寮里,0,0,0,2,2,0,0,0
10607,新竹縣新埔鎮,下寮里,4,2,2,2,1,1,1,1
10607,新竹縣新埔鎮,南平里,4,2,2,0,0,0,0,0
10607,新竹縣新埔鎮,北平里,1,0,1,1,1,0,1,1
10607,新竹縣新埔鎮,巨埔里,2,2,0,2,2,0,0,0
10607,新竹縣新埔鎮,照門里,1,1,0,3,3,0,1,1
10607,新竹縣新埔鎮,清水里,0,0,0,2,0,2,0,1
10607,新竹縣新埔鎮,鹿鳴里,0,0,0,0,0,0,0,1
10607,新竹縣新埔鎮,新北里,0,0,0,1,0,1,0,0
10607,新竹縣竹東鎮,上坪里,0,0,0,1,0,1,0,0
10607,新竹縣竹東鎮,瑞峰里,0,0,0,0,0,0,0,0
10607,新竹縣竹東鎮,軟橋里,1,1,0,0,0,0,0,0
10607,新竹縣竹東鎮,員崠里,0,0,0,0,0,0,0,2
10607,新竹縣竹東鎮,東寧里,4,3,1,5,1,4,0,0
10607,新竹縣竹東鎮,上舘里,3,2,1,5,1,4,9,2
10607,新竹縣竹東鎮,大鄉里,3,2,1,3,1,2,2,2
10607,新竹縣竹東鎮,東華里,0,0,0,1,1,0,0,0
10607,新竹縣竹東鎮,商華里,4,1,3,3,2,1,0,1
10607,新竹縣竹東鎮,竹東里,2,1,1,0,0,0,1,0
10607,新竹縣竹東鎮,榮樂里,1,1,0,1,1,0,2,0
10607,新竹縣竹東鎮,鷄林里,4,3,1,3,3,0,3,1
10607,新竹縣竹東鎮,仁愛里,0,0,0,1,1,0,0,0
10607,新竹縣竹東鎮,五豐里,6,4,2,5,2,3,2,3
10607,新竹縣竹東鎮,三重里,5,0,5,8,4,4,2,0
10607,新竹縣竹東鎮,頭重里,2,1,1,3,1,2,1,0
10607,新竹縣竹東鎮,員山里,3,2,1,3,3,0,1,0
10607,新竹縣竹東鎮,柯湖里,1,1,0,0,0,0,0,1
10607,新竹縣竹東鎮,二重里,13,5,8,5,4,1,12,1
10607,新竹縣竹東鎮,中山里,0,0,0,0,0,0,0,0
10607,新竹縣竹東鎮,中正里,2,1,1,2,2,0,0,0
10607,新竹縣竹東鎮,南華里,1,1,0,0,0,0,0,0
10607,新竹縣竹東鎮,榮華里,9,6,3,5,2,3,1,3
10607,新竹縣竹東鎮,忠孝里,0,0,0,0,0,0,0,0
10607,新竹縣竹東鎮,陸豐里,0,0,0,0,0,0,0,0
10607,新竹縣湖口鄉,孝勢村,0,0,0,1,0,1,0,1
10607,新竹縣湖口鄉,仁勢村,0,0,0,1,0,1,0,0
10607,新竹縣湖口鄉,愛勢村,4,2,2,2,1,1,0,0
10607,新竹縣湖口鄉,信勢村,3,2,1,4,3,1,1,2
10607,新竹縣湖口鄉,中勢村,3,2,1,2,1,1,1,0
10607,新竹縣湖口鄉,德盛村,1,0,1,3,1,2,0,1
10607,新竹縣湖口鄉,和興村,2,1,1,4,2,2,1,0
10607,新竹縣湖口鄉,長嶺村,1,0,1,1,1,0,2,1
10607,新竹縣湖口鄉,長安村,0,0,0,4,3,1,0,0
10607,新竹縣湖口鄉,湖口村,1,0,1,2,1,1,1,1
10607,新竹縣湖口鄉,湖鏡村,1,0,1,0,0,0,1,0
10607,新竹縣湖口鄉,湖南村,0,0,0,1,0,1,0,0
10607,新竹縣湖口鄉,波羅村,0,0,0,1,1,0,1,0
10607,新竹縣湖口鄉,鳳凰村,1,1,0,2,1,1,2,2
10607,新竹縣湖口鄉,鳳山村,2,1,1,4,2,2,2,1
10607,新竹縣湖口鄉,中興村,7,5,2,5,4,1,1,4
